"alpha_true","n","method","reps","rows","ks_mean","ks_se","w1_mean","w1_se","coverage","mean_error","ess_iter_median","ess_sec_median","runtime_median","runtime_p90","accept_median","acf1_mean","acf10_mean"
1,500,"Stirling-Gamma",200,200,0.771759657149805,0.00152302177450686,0.133418832139471,0.00012093082483442,0.38,-0.127062875832623,NA,NA,0.00400000000000489,0.00699999999999826,NA,NA,NA
2,10,"P-IG Gibbs",200,200,0.0346302483378529,0.0017373758464252,0.12203969598625,0.0156343286008479,0.84,1.61659305492405,0.0449023138134311,104.692902423186,2.24449999999979,2.47519999999992,NA,0.880816154904323,0.347404062991633
2,10,"Slice-log-alpha",200,200,0.0148339004633773,0.000307841169646385,0.0310764030974977,0.00153369162500371,0.825,1.60590171561847,0.8,20408.1632653061,0.193999999999998,0.258199999999996,NA,0.00687327849237489,-0.00150913469491733
2,10,"Miller-IMH",200,200,0.0144127304778417,0.00031280969254947,0.0286696245761103,0.0014235050436899,0.835,1.60430516695421,0.8,45305.7878274779,0.0840000000000032,0.122999999999991,0.9924,0.0191052562582718,0.000714886144988715
2,10,"Miller-Gamma",200,200,0.0051608841003627,0.000107305595389601,0.0160569591893358,0.000152294092013589,0.84,1.58676182154572,NA,NA,0.00300000000000011,0.00600000000000023,NA,NA,NA
2,10,"Stirling-Gamma",200,200,0.0538607843722557,0.00167556066589056,0.136014531987733,0.000419317997825207,0.855,1.46680425371144,NA,NA,0.00300000000000011,0.00499999999999545,NA,NA,NA
2,50,"P-IG Gibbs",200,200,0.0281097422620501,0.000986059787906959,0.0226926105619517,0.00108587833105783,0.91,0.165920801839891,0.0617766581593965,78.8101000884155,3.9079999999999,4.19399999999997,NA,0.853792143002714,0.217296804215749
2,50,"Slice-log-alpha",200,200,0.014511507083303,0.000330665500106376,0.00874956911796941,0.0002613034701587,0.94,0.16615775519976,0.8,21052.3841094621,0.187500000000007,0.266100000000004,NA,0.00560975011668454,-9.00281277316941e-05
2,50,"Miller-IMH",200,200,0.0137003029375939,0.000294289123052974,0.00814015927353726,0.000219910700054378,0.93,0.166374833070351,0.8,46511.6279069736,0.0840000000000032,0.125,0.9948,0.0125326931221253,-0.000657113677850127
2,50,"Miller-Gamma",200,200,0.00296841591558617,2.498237951259e-05,0.0038230180961679,2.21244696667413e-05,0.935,0.162047147362708,NA,NA,0.00300000000000011,0.00500000000000096,NA,NA,NA
2,50,"Stirling-Gamma",200,200,0.156688617932429,0.00205786145327726,0.147063925112343,0.000235522805072571,0.915,0.0188062418386175,NA,NA,0.00300000000000011,0.0049999999999958,NA,NA,NA
2,500,"P-IG Gibbs",200,200,0.0275098489538025,0.000882035791266761,0.00640422822694136,0.000237252912054223,0.955,0.0302978197373973,0.0619013449792055,16.9570983274303,18.3309999999999,19.2970000000003,NA,0.855707648641984,0.211732083768237
2,500,"Slice-log-alpha",200,200,0.014649610093504,0.000307892572465436,0.00272430354718397,6.30081861828495e-05,0.95,0.0309147411637239,0.8,18036.8977137739,0.218500000000006,0.304000000000002,NA,0.00110648145787462,0.000391757656487058
2,500,"Miller-IMH",200,200,0.0142281776909686,0.000327389137512329,0.00250164220140023,6.45323011448978e-05,0.95,0.0305394228802526,0.8,47619.0476190458,0.0839999999999943,0.1251,0.9984,0.00274332871222844,0.00102314430720815
2,500,"Miller-Gamma",200,200,0.000736724200098577,2.41016944498476e-06,0.000334065395125622,4.41664999543607e-07,0.95,0.030253425750304,NA,NA,0.00499999999999545,0.00699999999999861,NA,NA,NA
2,500,"Stirling-Gamma",200,200,0.474989019895535,0.00172917364955779,0.150324192105607,7.41690332466926e-05,0.785,-0.119736700710198,NA,NA,0.00400000000000489,0.00600000000000023,NA,NA,NA
5,10,"P-IG Gibbs",200,200,0.0560600440950653,0.00208943340416068,0.468431062921207,0.0400671620677966,0.83,3.99354566685715,0.0127835581647744,28.8056566982393,2.25199999999998,2.50139999999999,NA,0.965446528199575,0.716323069087796
5,10,"Slice-log-alpha",200,200,0.0147744652468941,0.000311470459238993,0.076618987964088,0.00369127061201629,0.84,3.95667504212428,0.8,20931.2288670151,0.1875,0.260100000000004,NA,0.00879127778189435,0.00176240787868393
5,10,"Miller-IMH",200,200,0.0135425652367553,0.000275025313187286,0.0706863990818381,0.00304451924644561,0.83,3.95148810673551,0.8,45977.0114942511,0.0859999999999985,0.1254,0.9964,0.00879803908409678,0.0013853000307473
5,10,"Miller-Gamma",200,200,0.00250251353291882,6.83159680503437e-05,0.0183792806261023,5.63494254939337e-05,0.84,3.93825515629943,NA,NA,0.00300000000000011,0.00600000000000023,NA,NA,NA
