"task_id","suite","scenario","rep","alpha_true","n","prior_delta","prior_center","fixed_stats","x_a","x_g","delta_post","mu_ratio","truth_mode","method","status","ks","w1","mean","var","ci_low","ci_high","cover","ess","ess_per_iter","ess_per_sec","acf1","acf10","runtime_sec","accept_rate","avg_evals","pig_N","n_save","message"
42,"damsleth","Damsleth n=5",42,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999872333134169,4.6830949125647,0.0739184768087232,0.000520548382246286,0.0338931626182573,0.121807968315967,FALSE,3545.52158605455,0.709104317210909,9821.38943505415,0.0601069496244334,-0.0187798466168185,0.361,NA,NA,200,4000,""
43,"damsleth","Damsleth n=5",43,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
43,"damsleth","Damsleth n=5",43,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999872144735759,4.68296795698523,0.0740454323881965,0.000520475921569242,0.0338005177866983,0.122706192209736,FALSE,3722.95085753712,0.744590171507425,11894.4116854221,0.0357485959743324,-0.00288426666994835,0.313,NA,NA,200,4000,""
44,"damsleth","Damsleth n=5",44,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
44,"damsleth","Damsleth n=5",44,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999872442290883,4.68281178736915,0.0742016020042741,0.000525404864056817,0.0340979777379866,0.123323350159748,FALSE,3713.25530108107,0.742651060216213,11531.8487611213,0.0370507000826795,0.00188815532993601,0.322,NA,NA,200,4000,""
45,"damsleth","Damsleth n=5",45,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
45,"damsleth","Damsleth n=5",45,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999872848733855,4.68328021974517,0.0737331696282567,0.000497232259412542,0.0343452206857993,0.120409134730991,FALSE,3640.96704403,0.728193408806,10901.0989342215,0.0468631233044348,-0.00996229572104841,0.334,NA,NA,200,4000,""
46,"damsleth","Damsleth n=5",46,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
46,"damsleth","Damsleth n=5",46,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999872726871413,4.68285419132644,0.0741591980469861,0.000534089341948538,0.0334520168698003,0.123072312787156,FALSE,3475.82178532385,0.69516435706477,10344.7076944162,0.0699920342105322,-0.0111481072533712,0.336,NA,NA,200,4000,""
47,"damsleth","Damsleth n=5",47,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
